word,word_length,starts_with,ends_with,has_definition,definition_count,part_of_speech,definition,examples,synset_name
affront,7,a,t,True,2,n,a deliberately offensive act or something producing the effect of deliberate disrespect,turning his back on me was a deliberate insult,insult.n.02
afghan,6,a,n,True,6,n,a blanket knitted or crocheted in strips or squares; sometimes used as a shawl,,afghan.n.01
afghans,7,a,s,True,5,n,a blanket knitted or crocheted in strips or squares; sometimes used as a shawl,,afghan.n.01
afield,6,a,d,True,3,r,far away from home or one's usual surroundings; - R.A.Hall,looking afield for new lands to conquer,afield.r.01
afire,5,a,e,True,1,s,lighted up by or as by fire or flame,forests set ablaze (or afire) by lightning; even the car's tires were aflame; a night aflare with fireworks; candles alight on the tables; houses on fire,ablaze.s.02
afl-cio,7,a,o,True,1,n,the largest federation of North American labor unions; formed in 1955,,american_federation_of_labor_and_congress_of_industrial_organizations.n.01
aflame,6,a,e,True,2,s,keenly excited (especially sexually) or indicating excitement; - Bram Stoker,his face all ablaze with excitement; he was aflame with desire,ablaze.s.01
afloat,6,a,t,True,3,s,aimlessly drifting,,adrift.s.01
afoot,5,a,t,True,3,s,traveling by foot,she was afoot when I saw her this morning,afoot.s.01
afraid,6,a,d,True,4,a,filled with fear or apprehension,afraid even to turn his head; suddenly looked afraid; afraid for his life; afraid of snakes; afraid to ask questions,afraid.a.01
afresh,6,a,h,True,1,r,again but in a new or different way,start afresh; wanted to write the story anew; starting life anew in a fresh place,afresh.r.01
africa,6,a,a,True,1,n,the second largest continent; located to the south of Europe and bordered to the west by the South Atlantic and to the east by the Indian Ocean,,africa.n.01
african,7,a,n,True,2,n,a native or inhabitant of Africa,,african.n.01
aft,3,a,t,True,2,a,"(nautical, aeronautical) situated at or toward the stern or tail",,aft.a.01
after,5,a,r,True,3,s,located farther aft,,after.s.01
again,5,a,n,True,1,r,anew,she tried again; they rehearsed the scene again,again.r.01
agates,6,a,s,True,1,n,an impure form of quartz consisting of banded chalcedony; used as a gemstone and for making mortars and pestles,,agate.n.01
age,3,a,e,True,8,n,how long something has existed,it was replaced because of its age,age.n.01
age-old,7,a,d,True,1,s,belonging to or lasting from times long ago,age-old customs; the antique fear that days would dwindle away to complete darkness,age-old.s.01
aged,4,a,d,True,9,n,people who are old collectively,special arrangements were available for the aged,aged.n.01
agee,4,a,e,True,1,n,United States novelist (1909-1955),,agee.n.01
ageless,7,a,s,True,1,s,continuing forever or indefinitely,the ageless themes of love and revenge; eternal truths; life everlasting; hell's perpetual fires; the unending bliss of heaven,ageless.s.01
agency,6,a,y,True,5,n,an administrative unit of government,the Central Intelligence Agency; the Census Bureau; Office of Management and Budget; Tennessee Valley Authority,agency.n.01
agenda,6,a,a,True,2,n,a temporally organized plan for matters to be attended to,,agenda.n.01
agent,5,a,t,True,6,n,an active and efficient cause; capable of producing a certain effect,their research uncovered new disease agents,agent.n.01
agents,6,a,s,True,6,n,an active and efficient cause; capable of producing a certain effect,their research uncovered new disease agents,agent.n.01
ages,4,a,s,True,8,n,how long something has existed,it was replaced because of its age,age.n.01
aghast,6,a,t,True,1,s,"struck with fear, dread, or consternation",,aghast.s.01
agile,5,a,e,True,2,s,moving quickly and lightly,sleek and agile as a gymnast; as nimble as a deer; nimble fingers; quick of foot; the old dog was so spry it was halfway up the stairs before we could stop it,agile.s.01
agilely,7,a,y,True,1,r,in a nimble or agile manner; with quickness and lightness and ease; - Charles Dickens,nimbly scaling an iron gate; leaped agilely from roof to roof,agilely.r.01
agility,7,a,y,True,1,n,the gracefulness of a person or animal that is quick and nimble,,agility.n.01
aging,5,a,g,True,6,n,acquiring desirable qualities by being left undisturbed for some time,,ripening.n.02
agitate,7,a,e,True,6,v,try to stir up public opinion,,agitate.v.01
agleam,6,a,m,True,1,s,bright with a steady but subdued shining,from the plane we saw the city below agleam with lights; the gleaming brass on the altar; Nereids beneath the nitid moon,agleam.s.01
agnomen,7,a,n,True,1,n,an additional name or an epithet appended to a name (as in `Ferdinand the Great'),,agnomen.n.01
ago,3,a,o,True,2,s,gone by; or in the past,two years ago; `agone' is an archaic word for `ago',ago.s.01
agone,5,a,e,True,1,s,gone by; or in the past,two years ago; `agone' is an archaic word for `ago',ago.s.01
agonies,7,a,s,True,2,n,intense feelings of suffering; acute mental or physical pain,an agony of doubt; the torments of the damned,agony.n.01
agony,5,a,y,True,2,n,intense feelings of suffering; acute mental or physical pain,an agony of doubt; the torments of the damned,agony.n.01
agree,5,a,e,True,7,v,be in accord; be in agreement,We agreed on the terms of the settlement; I can't agree with you!; I hold with those who say life is sacred; Both philosophers concord on this point,agree.v.01
agreed,6,a,d,True,8,v,be in accord; be in agreement,We agreed on the terms of the settlement; I can't agree with you!; I hold with those who say life is sacred; Both philosophers concord on this point,agree.v.01
agrees,6,a,s,True,7,v,be in accord; be in agreement,We agreed on the terms of the settlement; I can't agree with you!; I hold with those who say life is sacred; Both philosophers concord on this point,agree.v.01
agrippa,7,a,a,True,1,n,Roman general who commanded the fleet that defeated the forces of Antony and Cleopatra at Actium (63-12 BC),,agrippa.n.01
ague,4,a,e,True,3,n,a fit of shivering or shaking,,ague.n.01
ahead,5,a,d,True,8,s,having the leading position or higher score in a contest,he is ahead by a pawn; the leading team in the pennant race,ahead.s.01
ahem,4,a,m,True,1,n,"the utterance of a sound similar to clearing the throat; intended to get attention, express hesitancy, fill a pause, hide embarrassment, warn a friend, etc.",,hem.n.02
aid,3,a,d,True,6,n,a resource,visual aids in teaching,aid.n.01
aide,4,a,e,True,2,n,an officer who acts as military assistant to a more senior officer,,adjutant.n.01
aided,5,a,d,True,3,v,give help or assistance; be of service,Everyone helped out during the earthquake; Can you help me carry this table?; She never helps around the house,help.v.01
aides,5,a,s,True,5,n,(Greek mythology) the god of the underworld in ancient mythology; brother of Zeus and husband of Persephone,,pluto.n.02
aiding,6,a,g,True,2,v,give help or assistance; be of service,Everyone helped out during the earthquake; Can you help me carry this table?; She never helps around the house,help.v.01
aids,4,a,s,True,7,n,a serious (often fatal) disease of the immune system transmitted through blood products especially by sexual contact or contaminated needles,,aids.n.01
aiken,5,a,n,True,1,n,United States writer (1889-1973),,aiken.n.01
ailey,5,a,y,True,1,n,United States choreographer noted for his use of African elements (born in 1931),,ailey.n.01
ailing,6,a,g,True,3,v,be ill or unwell,,ail.v.01
ailment,7,a,t,True,1,n,an often persistent bodily disorder or disease; a cause for complaining,,ailment.n.01
aim,3,a,m,True,11,n,an anticipated outcome that is intended or that guides your planned actions,his intent was to provide a new translation; good intentions are not enough; it was created with the conscious aim of answering immediate needs; he made no secret of his designs,purpose.n.01
aimed,5,a,d,True,7,v,"point or cause to go (blows, weapons, or objects such as photographic equipment) towards",Please don't aim at your little brother!; He trained his gun on the burglar; Don't train your camera on the women; Take a swipe at one's opponent,aim.v.01
aiming,6,a,g,True,7,v,"point or cause to go (blows, weapons, or objects such as photographic equipment) towards",Please don't aim at your little brother!; He trained his gun on the burglar; Don't train your camera on the women; Take a swipe at one's opponent,aim.v.01
aimless,7,a,s,True,2,s,aimlessly drifting,,adrift.s.01
aims,4,a,s,True,11,n,an anticipated outcome that is intended or that guides your planned actions,his intent was to provide a new translation; good intentions are not enough; it was created with the conscious aim of answering immediate needs; he made no secret of his designs,purpose.n.01
ain,3,a,n,True,1,s,belonging to or on behalf of a specified person (especially yourself); preceded by a possessive,for your own use; do your own thing; she makes her own clothes; `ain' is Scottish,own.s.01
air,3,a,r,True,15,n,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,air pollution; a smell of chemicals in the air; open a window and let in some air; I need some fresh air,air.n.01
aired,5,a,d,True,7,v,expose to fresh air,aerate your old sneakers,air_out.v.01
airflow,7,a,w,True,1,n,the flow of air,she adjusted the fan so that the airflow was directed right at her,airflow.n.01
airily,6,a,y,True,1,r,in a flippant manner,he answered the reporters' questions flippantly; this cannot be airily explained to your children,flippantly.r.01
airless,7,a,s,True,1,s,lacking fresh air,a dusty airless attic; the dreadfully close atmosphere; hot and stuffy and the air was blue with smoke,airless.s.01
airlift,7,a,t,True,2,n,transportation of people or goods by air (especially when other means of access are unavailable),,airlift.n.01
airline,7,a,e,True,2,n,a hose that carries air under pressure,,airline.n.01
airlock,7,a,k,True,1,n,a chamber that provides access to space where air is under pressure,,airlock.n.01
airmail,7,a,l,True,3,n,letters and packages that are transported by aircraft,,airmail.n.01
airmen,6,a,n,True,1,n,someone who operates an aircraft,,aviator.n.01
airport,7,a,t,True,1,n,an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo,,airport.n.01
airs,4,a,s,True,16,n,affected manners intended to impress others,don't put on airs with me,airs.n.01
airways,7,a,s,True,4,n,a duct that provides ventilation (as in mines),,air_passage.n.01
airy,4,a,y,True,4,s,open to or abounding in fresh air,airy rooms,aired.s.01
aisle,5,a,e,True,3,n,a long narrow passage (as in a cave or woods),,aisle.n.01
ajar,4,a,r,True,1,s,slightly open,the door was ajar,ajar.s.01
akin,4,a,n,True,2,s,similar in quality or character,a feeling akin to terror; kindred souls; the amateur is closely related to the collector,akin.s.01
akron,5,a,n,True,1,n,a city in northeastern Ohio; the heart of the United States rubber industry,,akron.n.01
aku,3,a,u,True,1,n,a Kwa language spoken by the Yoruba in southwestern Nigeria,,yoruba.n.02
alabama,7,a,a,True,4,n,a state in the southeastern United States on the Gulf of Mexico; one of the Confederate states during the American Civil War,,alabama.n.01
alamo,5,a,o,True,1,n,a siege and massacre at a mission in San Antonio in 1836; Mexican forces under Santa Anna besieged and massacred American rebels who were fighting to make Texas independent of Mexico,,alamo.n.01
alarm,5,a,m,True,6,n,fear resulting from the awareness of danger,,alarm.n.01
alarmed,7,a,d,True,3,v,fill with apprehension or alarm; cause to be unpleasantly surprised,I was horrified at the thought of being late for my interview; The news of the executions horrified us,dismay.v.02
alarms,6,a,s,True,6,n,fear resulting from the awareness of danger,,alarm.n.01
alas,4,a,s,True,3,n,a flat wing-shaped process or winglike part of an organism,the alae of the nose; the alae of a maple seed; the flat petals of a pea blossom are alae,ala.n.01
alaska,6,a,a,True,1,n,a state in northwestern North America; the 49th state admitted to the union,Alaska is the largest state in the United States,alaska.n.01
albania,7,a,a,True,1,n,a republic in southeastern Europe on the Adriatic coast of the Balkan Peninsula,,albania.n.01
albany,6,a,y,True,2,n,state capital of New York; located in eastern New York State on the west bank of the Hudson river,,albany.n.01
albers,6,a,s,True,1,n,United States painter born in Germany; works characterized by simple geometrical patterns in various colors (1888-1976),,albers.n.01
albert,6,a,t,True,1,n,prince consort of Queen Victoria of England (1819-1861),,albert.n.01
album,5,a,m,True,2,n,one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc,,album.n.01
albumin,7,a,n,True,1,n,a simple water-soluble protein found in many animal tissues and liquids,,albumin.n.01
albums,6,a,s,True,2,n,one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc,,album.n.01
alchemy,7,a,y,True,2,n,the way two individuals relate to each other,their chemistry was wrong from the beginning -- they hated each other; a mysterious alchemy brought them together,chemistry.n.03
